Rowkey,Sample,Material,Thick,Exposure,Time,Step,Irrad,Pdose,L,a,b,YI,Haze,abs300,abs335,abs345,abs350,abs370,abs400,iad300,iad335,iad345,iad350,iad370,iad400,ftir1716,ftir1409,ftir1341,ftir1251,ftir1093,ftir1017,ftir872,ftir714
sa19603.07-step1,sa19603.07,Unstab,0.0075,DampHeat,168,1,0,0,95.48,-0.01,0.33,0.6,4.6,185.035609,5.159169,3.762461,3.203258,1.5295926,0.360656242,NA,NA,NA,NA,NA,NA,0.1874568,0.0828778,0.0965388,0.2266538,0.2335908,0.1906588,0.2068918,0.4054338
sa19603.08-step1,sa19603.08,Unstab,0.0075,FreezeThaw,168,1,0,0,95.7,-0.03,0.21,0.36,1.9,179.772063,4.497071,3.080315,2.603788,1.2149996,0.167623744,NA,NA,NA,NA,NA,NA,0.44163098,0.15659398,0.18494399,0.49726898,0.47835398,0.34163998,0.36244298,0.768924
sa19603.09-step1,sa19603.09,Unstab,0.0075,FreezeThaw,168,1,0,0,95.59,-0.04,0.25,0.44,2.3,186.923611,4.394416,3.121193,2.54037,1.1738274,0.155491383,NA,NA,NA,NA,NA,NA,0.34200427,0.13097427,0.15551427,0.38688627,0.38013627,0.28498127,0.30160527,0.6026743
sa19603.10-step1,sa19603.10,Unstab,0.0075,FreezeThaw,168,1,0,0,95.65,-0.03,0.22,0.39,2.1,179.551048,4.271222,3.022646,2.5947,1.1415086,0.152401822,NA,NA,NA,NA,NA,NA,0.30719697,0.12099397,0.14323697,0.34925497,0.34545797,0.26335797,0.27843297,0.55018
sa19603.11-step1,sa19603.11,Unstab,0.0075,FreezeThaw,168,1,0,0,95.6,-0.03,0.25,0.44,2.4,181.689188,4.356105,3.054872,2.519227,1.1604927,0.138207928,NA,NA,NA,NA,NA,NA,0.27358974,0.11283074,0.13097974,0.32530074,0.32972674,0.25767674,0.27181174,0.5597807
sa19603.12-step1,sa19603.12,Unstab,0.0075,FreezeThaw,168,1,0,0,95.65,-0.04,0.23,0.4,1.6,182.52884,4.674879,3.178527,2.679443,1.2583952,0.187071756,NA,NA,NA,NA,NA,NA,0.30186313,0.12066913,0.14141113,0.34470913,0.34120713,0.26169413,0.27664913,0.5437001
sa19603.13-step1,sa19603.13,Unstab,0.0075,FreezeThaw,168,1,0,0,95.61,-0.04,0.24,0.41,2.1,190.184208,4.471248,3.214367,2.679304,1.2553228,0.211128431,NA,NA,NA,NA,NA,NA,0.31512278,0.12347878,0.14525578,0.37254778,0.37313278,0.28499678,0.30136178,0.6414408
sa19603.14-step1,sa19603.14,Unstab,0.0075,FreezeThaw,168,1,0,0,95.64,-0.02,0.23,0.39,1.6,186.191384,4.199804,2.686708,2.280165,0.9294174,-0.010388904,NA,NA,NA,NA,NA,NA,0.28764916,0.11614816,0.13552716,0.34212316,0.34398516,0.26724316,0.28271116,0.5947262
sa19603.15-step1,sa19603.15,Unstab,0.0075,HotQUV,168,1,1.55,36.6828,95.69,-0.36,0.95,1.51,1,119.558517,45.567771,39.410309,32.812385,9.8671926,4.68047282,-1.829390717,1.1271423,0.9994828,0.8327375,0.24415808,0.12674044,0.4546031,0.1599151,0.1845521,0.4664451,0.4306201,0.3249181,0.3529021,0.7033391
sa19603.16-step1,sa19603.16,Unstab,0.0075,HotQUV,168,1,1.55,36.6828,95.67,-0.36,0.91,1.45,1.9,115.438428,43.735761,38.048075,31.925355,9.8439016,4.546450425,-1.779181096,1.0791089,0.961007,0.808493,0.24323755,0.12428384,0.45456204,0.15876504,0.18352604,0.46166204,0.42613204,0.31957604,0.34702304,0.694545
sa19603.17-step1,sa19603.17,Unstab,0.0075,HotQUV,168,1,1.55,36.6828,95.69,-0.39,0.96,1.52,2.4,106.872769,40.787871,35.739024,30.315172,9.7814742,4.603720075,-2.250608165,1.0005159,0.9037515,0.7661132,0.24250983,0.12653563,0.51640734,0.17572334,0.20396434,0.52632934,0.47174534,0.34594234,0.37648634,0.7381983
sa19603.18-step1,sa19603.18,Unstab,0.0075,HotQUV,168,1,1.55,36.6828,95.68,-0.36,0.96,1.54,1.5,109.410335,44.180629,38.206639,32.522064,10.3358543,4.993454187,-1.836460502,1.0837856,0.9584797,0.8175742,0.25117085,0.13195128,0.44522515,0.15740815,0.18104915,0.44939115,0.41485915,0.31425115,0.33967315,0.6687382
sa19603.19-step1,sa19603.19,Unstab,0.0075,HotQUV,168,1,1.55,36.6828,95.68,-0.36,0.92,1.46,0.9,117.941973,44.136331,37.924295,31.801456,9.6649482,4.555343947,-1.787572407,1.0844931,0.9525944,0.7995797,0.23259462,0.12051089,0.43287741,0.15660841,0.17941441,0.45178741,0.41636741,0.31370941,0.34105641,0.6747154
sa19603.20-step1,sa19603.20,Unstab,0.0075,HotQUV,168,1,1.55,36.6828,95.64,-0.33,0.92,1.48,1.7,114.820559,42.23235,36.716544,30.753421,9.5414313,4.448857204,-1.827938524,1.0288994,0.9193073,0.769246,0.22761172,0.11611119,0.52460012,0.18006512,0.20943712,0.56009912,0.49584712,0.36149612,0.39347412,0.7813251
sa19603.21-step1,sa19603.21,Unstab,0.0075,HotQUV,168,1,1.55,36.6828,95.72,-0.33,0.83,1.31,1.4,115.090851,41.336513,36.312111,29.806236,8.8930031,4.213823878,-2.270826654,1.0123158,0.9146582,0.7503037,0.21466927,0.1116025,0.39103315,0.11931615,0.16516915,0.42680615,0.43646815,0.35024015,0.39874515,0.7100761
sa19603.22-step1,sa19603.22,Unstab,0.0075,CyclicQUV,168,1,1.55,24.4552,96.03,-0.23,1.01,1.73,13.3,102.057201,29.118449,24.866568,20.935168,6.9920545,3.204460382,-2.203977559,0.6752309,0.5917764,0.5026646,0.15858366,0.08044473,0.51161002,0.13456602,0.19400602,0.52187001,0.51683501,0.38832501,0.45737402,0.822957
sa19603.23-step1,sa19603.23,Unstab,0.0075,CyclicQUV,168,1,1.55,24.4552,95.85,-0.21,1.08,1.88,17.5,96.77144,28.172405,24.541662,20.706057,7.2472029,3.415687732,-2.752705833,0.6517596,0.5919043,0.4988867,0.16629448,0.0861709,0.50562736,0.13460936,0.19390636,0.51928336,0.51452136,0.38720636,0.45359636,0.8111484
sa19603.24-step1,sa19603.24,Unstab,0.0075,CyclicQUV,168,1,1.55,24.4552,95.97,-0.27,1.04,1.77,14.8,98.667149,30.260806,26.006035,21.982601,7.4158066,3.450039845,-2.67683702,0.7157192,0.6348506,0.5376445,0.17499056,0.09010305,0.49884427,0.13172527,0.19283827,0.50739027,0.50450727,0.38212627,0.45263327,0.8096433
sa19603.25-step1,sa19603.25,Unstab,0.0075,CyclicQUV,168,1,1.55,24.4552,95.69,-0.28,0.76,1.21,8.2,98.28672,30.2544,25.980085,21.959601,7.3825785,3.422352461,-2.527024528,0.7097229,0.6342361,0.5350158,0.1727001,0.08778935,0.51346557,0.13806257,0.19967357,0.53070357,0.52348057,0.39276357,0.46390257,0.8253456
sa19603.26-step1,sa19603.26,Unstab,0.0075,CyclicQUV,168,1,1.55,24.4552,96.02,-0.22,1.01,1.74,20.6,98.600454,30.350866,26.002265,21.948286,7.3138411,3.398682149,-2.590729227,0.7099076,0.6307877,0.532639,0.16913903,0.0863168,0.58078578,0.14644278,0.21139478,0.57416778,0.55550978,0.40614878,0.48351278,0.8491488
sa19603.27-step1,sa19603.27,Unstab,0.0075,CyclicQUV,168,1,1.55,24.4552,95.8,-0.28,0.81,1.31,10.1,98.886841,30.216813,26.335744,22.070318,7.5024453,3.482220806,-2.76414731,0.7172973,0.6499443,0.541646,0.17829468,0.09238264,0.34348213,0.10193913,0.15210013,0.38772713,0.40141813,0.32718413,0.38039413,0.7025691
